instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,hr
876,2011-02-08,1,0,2,0,2,1,1,0.12,0.1061,0.33,0.3582,0,29,29,,22
877,2011-02-08,1,0,2,0,2,1,1,0.12,0.1061,0.33,0.3284,3,9,12,,23
878,2011-02-09,1,0,2,0,3,1,1,0.1,0.0758,0.36,0.3582,0,17,17,,0
879,2011-02-09,1,0,2,0,3,1,1,0.1,0.1061,0.36,0.2239,0,7,7,,1
880,2011-02-09,1,0,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,2,3,,2
881,2011-02-09,1,0,2,0,3,1,1,0.06,0.0758,0.45,0.1343,0,2,2,,3
882,2011-02-09,1,0,2,0,3,1,1,0.06,0.1061,0.45,0.1045,0,7,7,,5
883,2011-02-09,1,0,2,0,3,1,1,0.06,0.1515,0.45,0,0,43,43,,6
884,2011-02-09,1,0,2,0,3,1,1,0.06,0.1061,0.49,0.1045,4,95,99,,7
885,2011-02-09,1,0,2,0,3,1,1,0.1,0.1364,0.42,0,1,198,199,,8
886,2011-02-09,1,0,2,0,3,1,1,0.12,0.1364,0.39,0.1642,4,119,123,,9
887,2011-02-09,1,0,2,0,3,1,1,0.14,0.1818,0.36,0,8,51,59,,10
888,2011-02-09,1,0,2,0,3,1,2,0.14,0.1515,0.43,0.1642,1,40,41,,11
889,2011-02-09,1,0,2,0,3,1,2,0.18,0.1818,0.4,0.2239,4,57,61,,12
890,2011-02-09,1,0,2,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67,69,,13
891,2011-02-09,1,0,2,0,3,1,1,0.2,0.1818,0.34,0.2985,2,56,58,,14
892,2011-02-09,1,0,2,0,3,1,2,0.2,0.1818,0.34,0.2836,3,61,64,,15
893,2011-02-09,1,0,2,0,3,1,2,0.2,0.197,0.37,0.2537,7,72,79,,16
894,2011-02-09,1,0,2,0,3,1,2,0.2,0.197,0.34,0.2537,9,157,166,,17
895,2011-02-09,1,0,2,0,3,1,2,0.18,0.1667,0.47,0.2985,2,168,170,,18
896,2011-02-09,1,0,2,0,3,1,3,0.14,0.1212,0.86,0.2537,1,87,88,,19
897,2011-02-09,1,0,2,0,3,1,3,0.14,0.1515,0.86,0.1642,0,84,84,,20
898,2011-02-09,1,0,2,0,3,1,2,0.14,0.1515,0.86,0.1642,0,83,83,,21
899,2011-02-09,1,0,2,0,3,1,3,0.16,0.1667,0.8,0.1642,4,42,46,,22
900,2011-02-09,1,0,2,0,3,1,3,0.16,0.1515,0.8,0.194,0,37,37,,23
901,2011-02-10,1,0,2,0,4,1,3,0.14,0.1364,0.86,0.194,0,16,16,,0
902,2011-02-10,1,0,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,7,7,,1
903,2011-02-10,1,0,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3,3,,2
904,2011-02-10,1,0,2,0,4,1,2,0.14,0.1364,0.59,0.2239,0,1,1,,4
905,2011-02-10,1,0,2,0,4,1,2,0.12,0.1212,0.5,0.2239,0,6,6,,5
906,2011-02-10,1,0,2,0,4,1,2,0.12,0.1212,0.54,0.2836,0,26,26,,6
907,2011-02-10,1,0,2,0,4,1,1,0.1,0.0758,0.5,0.4179,0,99,99,,7
908,2011-02-10,1,0,2,0,4,1,1,0.1,0.0758,0.49,0.3284,5,173,178,,8
909,2011-02-10,1,0,2,0,4,1,1,0.12,0.1061,0.42,0.3582,1,121,122,,9
910,2011-02-10,1,0,2,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34,35,,10
911,2011-02-10,1,0,2,0,4,1,1,0.14,0.1212,0.39,0.3582,1,44,45,,11
912,2011-02-10,1,0,2,0,4,1,1,0.16,0.1364,0.34,0.3881,4,65,69,,12
913,2011-02-10,1,0,2,0,4,1,1,0.18,0.1667,0.29,0.2985,3,59,62,,13
914,2011-02-10,1,0,2,0,4,1,1,0.2,0.1818,0.27,0.2836,6,42,48,,14
915,2011-02-10,1,0,2,0,4,1,1,0.2,0.197,0.25,0.2537,0,50,50,,15
916,2011-02-10,1,0,2,0,4,1,1,0.2,0.1818,0.27,0.2985,4,76,80,,16
917,2011-02-10,1,0,2,0,4,1,1,0.18,0.1818,0.26,0.194,6,159,165,,17
918,2011-02-10,1,0,2,0,4,1,1,0.16,0.1818,0.28,0.1343,3,157,160,,18
919,2011-02-10,1,0,2,0,4,1,1,0.14,0.1667,0.28,0.1045,2,110,112,,19
920,2011-02-10,1,0,2,0,4,1,1,0.14,0.1818,0.31,0.0896,4,93,97,,20
921,2011-02-10,1,0,2,0,4,1,1,0.14,0.2121,0.39,0,2,70,72,,21
922,2011-02-10,1,0,2,0,4,1,1,0.12,0.197,0.39,0,4,47,51,,22
923,2011-02-10,1,0,2,0,4,1,1,0.12,0.1515,0.42,0.1045,1,33,34,,23
924,2011-02-11,1,0,2,0,5,1,1,0.1,0.1364,0.49,0.1045,2,12,14,,0
925,2011-02-11,1,0,2,0,5,1,1,0.1,0.1364,0.54,0.0896,1,6,7,,1
926,2011-02-11,1,0,2,0,5,1,1,0.1,0.1364,0.54,0.0896,0,3,3,,2
927,2011-02-11,1,0,2,0,5,1,1,0.08,0.1212,0.63,0.0896,0,4,4,,5
928,2011-02-11,1,0,2,0,5,1,1,0.1,0.1818,0.68,0,1,23,24,,6
929,2011-02-11,1,0,2,0,5,1,1,0.08,0.1667,0.73,0,1,73,74,,7
930,2011-02-11,1,0,2,0,5,1,1,0.1,0.1212,0.74,0.1642,4,212,216,,8
931,2011-02-11,1,0,2,0,5,1,1,0.12,0.1212,0.74,0.2239,8,132,140,,9
932,2011-02-11,1,0,2,0,5,1,1,0.14,0.1364,0.69,0.194,5,39,44,,10
933,2011-02-11,1,0,2,0,5,1,1,0.22,0.2273,0.47,0.1343,12,52,64,,11
934,2011-02-11,1,0,2,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64,71,,12
935,2011-02-11,1,0,2,0,5,1,1,0.24,0.2273,0.35,0.194,21,89,110,,13
936,2011-02-11,1,0,2,0,5,1,1,0.3,0.2879,0.26,0.2537,17,67,84,,14
937,2011-02-11,1,0,2,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62,74,,15
938,2011-02-11,1,0,2,0,5,1,1,0.3,0.2879,0.28,0.194,14,111,125,,16
939,2011-02-11,1,0,2,0,5,1,1,0.3,0.3333,0.24,0,18,193,211,,17
940,2011-02-11,1,0,2,0,5,1,1,0.28,0.3182,0.28,0,9,165,174,,18
941,2011-02-11,1,0,2,0,5,1,1,0.26,0.303,0.33,0,7,94,101,,19
942,2011-02-11,1,0,2,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63,,20
943,2011-02-11,1,0,2,0,5,1,1,0.2,0.2121,0.59,0.1343,1,46,47,,21
944,2011-02-11,1,0,2,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41,43,,22
945,2011-02-11,1,0,2,0,5,1,1,0.18,0.2424,0.69,0,5,48,53,,23
946,2011-02-12,1,0,2,0,6,0,1,0.16,0.197,0.69,0.0896,3,27,30,,0
947,2011-02-12,1,0,2,0,6,0,1,0.14,0.2121,0.86,0,2,22,24,,1
948,2011-02-12,1,0,2,0,6,0,1,0.14,0.2121,0.8,0,2,13,15,,2
949,2011-02-12,1,0,2,0,6,0,1,0.12,0.197,0.8,0,3,7,10,,3
950,2011-02-12,1,0,2,0,6,0,1,0.12,0.1667,0.74,0.0896,0,4,4,,4
951,2011-02-12,1,0,2,0,6,0,1,0.12,0.1667,0.74,0.0896,0,1,1,,5
952,2011-02-12,1,0,2,0,6,0,1,0.12,0.1364,0.93,0.194,1,1,2,,6
953,2011-02-12,1,0,2,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11,,7
954,2011-02-12,1,0,2,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28,30,,8
955,2011-02-12,1,0,2,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43,,9
956,2011-02-12,1,0,2,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84,,10
957,2011-02-12,1,0,2,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84,114,,11
958,2011-02-12,1,0,2,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120,,12
959,2011-02-12,1,0,2,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103,135,,13
960,2011-02-12,1,0,2,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90,120,,14
961,2011-02-12,1,0,2,0,6,0,1,0.34,0.303,0.29,0.4179,47,127,174,,15
962,2011-02-12,1,0,2,0,6,0,1,0.34,0.303,0.29,0.4179,42,103,145,,16
963,2011-02-12,1,0,2,0,6,0,1,0.32,0.2879,0.31,0.5224,24,113,137,,17
964,2011-02-12,1,0,2,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60,64,,18
965,2011-02-12,1,0,2,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41,,19
966,2011-02-12,1,0,2,0,6,0,1,0.26,0.2576,0.41,0.2239,1,39,40,,20
967,2011-02-12,1,0,2,0,6,0,1,0.26,0.303,0.41,0,9,42,51,,21
968,2011-02-12,1,0,2,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39,45,,22
969,2011-02-12,1,0,2,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31,32,,23
970,2011-02-13,1,0,2,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39,,0
971,2011-02-13,1,0,2,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24,,1
972,2011-02-13,1,0,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20,,2
973,2011-02-13,1,0,2,0,0,0,2,0.2,0.2273,0.69,0.1045,4,8,12,,3
974,2011-02-13,1,0,2,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2,,4
975,2011-02-13,1,0,2,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5,,6
976,2011-02-13,1,0,2,0,0,0,2,0.22,0.2727,0.55,0,0,3,3,,7
977,2011-02-13,1,0,2,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12,,8
978,2011-02-13,1,0,2,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47,,9
979,2011-02-13,1,0,2,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105,,10
980,2011-02-13,1,0,2,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112,,11
981,2011-02-13,1,0,2,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152,,12
982,2011-02-13,1,0,2,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154,,13
983,2011-02-13,1,0,2,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161,,14
984,2011-02-13,1,0,2,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162,,15
985,2011-02-13,1,0,2,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134,,16
986,2011-02-13,1,0,2,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,,17
987,2011-02-13,1,0,2,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95,,18
988,2011-02-13,1,0,2,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61,,19
989,2011-02-13,1,0,2,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47,,20
990,2011-02-13,1,0,2,0,0,0,1,0.4,0.4091,0.35,0.3582,6,45,51,,21
991,2011-02-13,1,0,2,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36,,22
992,2011-02-13,1,0,2,0,0,0,1,0.4,0.4091,0.35,0.3582,3,27,30,,23
993,2011-02-14,1,0,2,0,1,1,1,0.38,0.3939,0.37,0.3582,3,8,11,,0
994,2011-02-14,1,0,2,0,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7,,1
995,2011-02-14,1,0,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2,2,,2
996,2011-02-14,1,0,2,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2,,3
997,2011-02-14,1,0,2,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2,,4
998,2011-02-14,1,0,2,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3,,5
999,2011-02-14,1,0,2,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26,,6
1000,2011-02-14,1,0,2,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98,,7
1001,2011-02-14,1,0,2,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256,,8
1002,2011-02-14,1,0,2,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130,,9
1003,2011-02-14,1,0,2,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55,,10
1004,2011-02-14,1,0,2,0,1,1,1,0.52,0.5,0.23,0.2537,10,43,53,,11
1005,2011-02-14,1,0,2,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,,12
1006,2011-02-14,1,0,2,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120,,13
1007,2011-02-14,1,0,2,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76,90,,14
1008,2011-02-14,1,0,2,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71,90,,15
1009,2011-02-14,1,0,2,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118,,16
1010,2011-02-14,1,0,2,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243,,17
1011,2011-02-14,1,0,2,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205,,18
1012,2011-02-14,1,0,2,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86,98,,19
1013,2011-02-14,1,0,2,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70,,20
1014,2011-02-14,1,0,2,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43,,21
1015,2011-02-14,1,0,2,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44,45,,22
1016,2011-02-14,1,0,2,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20,,23
1017,2011-02-15,1,0,2,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19,,0
1018,2011-02-15,1,0,2,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5,5,,1
1019,2011-02-15,1,0,2,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2,3,,2
1020,2011-02-15,1,0,2,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1,,4
1021,2011-02-15,1,0,2,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4,,5
1022,2011-02-15,1,0,2,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30,,6
1023,2011-02-15,1,0,2,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103,105,,7
1024,2011-02-15,1,0,2,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223,,8
1025,2011-02-15,1,0,2,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110,,9
1026,2011-02-15,1,0,2,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52,,10
1027,2011-02-15,1,0,2,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57,,11
1028,2011-02-15,1,0,2,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65,71,,12
1029,2011-02-15,1,0,2,0,2,1,1,0.32,0.303,0.21,0.2239,14,68,82,,13
1030,2011-02-15,1,0,2,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79,,14
1031,2011-02-15,1,0,2,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85,,15
1032,2011-02-15,1,0,2,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98,,16
1033,2011-02-15,1,0,2,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206,,17
1034,2011-02-15,1,0,2,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212,,18
1035,2011-02-15,1,0,2,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145,,19
1036,2011-02-15,1,0,2,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101,,20
1037,2011-02-15,1,0,2,0,2,1,1,0.24,0.2879,0.52,0,5,61,66,,21
1038,2011-02-15,1,0,2,0,2,1,1,0.24,0.2879,0.44,0,0,41,41,,22
1039,2011-02-15,1,0,2,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20,,23
1040,2011-02-16,1,0,2,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15,,0
1041,2011-02-16,1,0,2,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,,1
1042,2011-02-16,1,0,2,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1,,3
1043,2011-02-16,1,0,2,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1,,4
1044,2011-02-16,1,0,2,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5,,5
1045,2011-02-16,1,0,2,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33,,6
1046,2011-02-16,1,0,2,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108,,7
1047,2011-02-16,1,0,2,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230,,8
1048,2011-02-16,1,0,2,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124,,9
1049,2011-02-16,1,0,2,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69,,10
1050,2011-02-16,1,0,2,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,,11
1051,2011-02-16,1,0,2,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86,,12
1052,2011-02-16,1,0,2,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93,,13
1053,2011-02-16,1,0,2,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82,,14
1054,2011-02-16,1,0,2,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117,,15
1055,2011-02-16,1,0,2,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122,,16
1056,2011-02-16,1,0,2,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,,17
1057,2011-02-16,1,0,2,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,,18
1058,2011-02-16,1,0,2,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,,19
1059,2011-02-16,1,0,2,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,,20
1060,2011-02-16,1,0,2,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,,21
1061,2011-02-16,1,0,2,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,,22
1062,2011-02-16,1,0,2,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,,23
1063,2011-02-17,1,0,2,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,,0
1064,2011-02-17,1,0,2,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,,1
1065,2011-02-17,1,0,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,,2
1066,2011-02-17,1,0,2,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,,3
1067,2011-02-17,1,0,2,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,,4
1068,2011-02-17,1,0,2,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,,5
1069,2011-02-17,1,0,2,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,,6
1070,2011-02-17,1,0,2,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,,7
1071,2011-02-17,1,0,2,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,,8
1072,2011-02-17,1,0,2,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,,9
1073,2011-02-17,1,0,2,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,,10
1074,2011-02-17,1,0,2,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,,11
1075,2011-02-17,1,0,2,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,,12
1076,2011-02-17,1,0,2,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,,13
1077,2011-02-17,1,0,2,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,,14
1078,2011-02-17,1,0,2,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,,15
1079,2011-02-17,1,0,2,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,,16
1080,2011-02-17,1,0,2,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,,17
1081,2011-02-17,1,0,2,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,,18
1082,2011-02-17,1,0,2,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,,19
1083,2011-02-17,1,0,2,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,,20
1084,2011-02-17,1,0,2,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,,21
1085,2011-02-17,1,0,2,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,,22
1086,2011-02-17,1,0,2,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,,23
1087,2011-02-18,1,0,2,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,,0
1088,2011-02-18,1,0,2,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,,1
1089,2011-02-18,1,0,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,,2
1090,2011-02-18,1,0,2,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,,3
1091,2011-02-18,1,0,2,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,,4
1092,2011-02-18,1,0,2,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,,5
1093,2011-02-18,1,0,2,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,,6
1094,2011-02-18,1,0,2,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,,7
1095,2011-02-18,1,0,2,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,,8
1096,2011-02-18,1,0,2,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,,9
1097,2011-02-18,1,0,2,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,,10
1098,2011-02-18,1,0,2,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,,11
1099,2011-02-18,1,0,2,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,,12
1100,2011-02-18,1,0,2,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,,13
1101,2011-02-18,1,0,2,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,,14
1102,2011-02-18,1,0,2,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,,15
1103,2011-02-18,1,0,2,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,,16
1104,2011-02-18,1,0,2,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,,17
1105,2011-02-18,1,0,2,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,,18
1106,2011-02-18,1,0,2,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,,19
1107,2011-02-18,1,0,2,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,,20
1108,2011-02-18,1,0,2,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,,21
1109,2011-02-18,1,0,2,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,,22
1110,2011-02-18,1,0,2,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,,23
1111,2011-02-19,1,0,2,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,,0
1112,2011-02-19,1,0,2,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,,1
1113,2011-02-19,1,0,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,,2
1114,2011-02-19,1,0,2,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,,3
1115,2011-02-19,1,0,2,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,,4
1116,2011-02-19,1,0,2,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,,5
1117,2011-02-19,1,0,2,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,,6
1118,2011-02-19,1,0,2,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,,7
1119,2011-02-19,1,0,2,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,,8
1120,2011-02-19,1,0,2,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,,9
1121,2011-02-19,1,0,2,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,,10
1122,2011-02-19,1,0,2,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,,11
1123,2011-02-19,1,0,2,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,,12
1124,2011-02-19,1,0,2,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,,13
1125,2011-02-19,1,0,2,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,,14
1126,2011-02-19,1,0,2,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,,15
1127,2011-02-19,1,0,2,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,,16
1128,2011-02-19,1,0,2,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,,17
1129,2011-02-19,1,0,2,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,,18
1130,2011-02-19,1,0,2,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,,19
1131,2011-02-19,1,0,2,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,,20
1132,2011-02-19,1,0,2,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,,21
1133,2011-02-19,1,0,2,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,,22
1134,2011-02-19,1,0,2,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,,23
1135,2011-02-20,1,0,2,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,,0
1136,2011-02-20,1,0,2,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,,1
1137,2011-02-20,1,0,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,,2
1138,2011-02-20,1,0,2,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,,3
1139,2011-02-20,1,0,2,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,,4
1140,2011-02-20,1,0,2,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,,6
1141,2011-02-20,1,0,2,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,,7
1142,2011-02-20,1,0,2,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,,8
1143,2011-02-20,1,0,2,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,,9
1144,2011-02-20,1,0,2,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,,10
1145,2011-02-20,1,0,2,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,,11
1146,2011-02-20,1,0,2,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,,12
1147,2011-02-20,1,0,2,0,0,0,1,0.34,0.3333,0.29,0,76,122,198,,13
1148,2011-02-20,1,0,2,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,,14
1149,2011-02-20,1,0,2,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,,15
1150,2011-02-20,1,0,2,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,,16
1151,2011-02-20,1,0,2,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,,17
1152,2011-02-20,1,0,2,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,,18
